,year,state,drought,flooding,freeze,severe storm,tropical cyclone,wildfire,winter storm
628,1991,NV,0,0,0,0,0,0,0
629,1991,NY,0,0,0,1,1,0,0
630,1991,OH,1,0,0,1,0,0,0
631,1991,OK,1,0,0,0,0,0,0
632,1991,OR,1,0,0,0,0,0,0
633,1991,PA,1,0,0,1,0,0,0
634,1991,PR,0,0,0,0,0,0,0
635,1991,RI,0,0,0,0,1,0,0
636,1991,SC,0,0,0,1,0,0,0
637,1991,SD,0,0,0,0,0,0,0
638,1991,TN,0,0,0,1,0,0,0
639,1991,TX,0,0,0,0,0,0,0
640,1991,UT,0,0,0,0,0,0,0
641,1991,VA,0,0,0,0,0,0,0
642,1991,VI,0,0,0,0,0,0,0
643,1991,VT,0,0,0,0,0,0,0
644,1991,WA,1,0,0,0,0,0,0
645,1991,WI,0,0,0,0,0,0,0
646,1991,WV,1,0,0,0,0,0,0
647,1991,WY,0,0,0,0,0,0,0
648,1992,AK,0,0,0,0,0,0,0
649,1992,AL,0,0,0,1,0,0,0
650,1992,AR,0,0,0,1,0,0,0
651,1992,AZ,0,0,0,0,0,0,0
652,1992,CA,0,0,0,0,0,0,0
653,1992,CO,0,0,0,0,0,0,0
654,1992,CT,0,0,0,0,0,0,1
655,1992,DC,0,0,0,0,0,0,0
656,1992,DE,0,0,0,0,0,0,1
657,1992,FL,0,0,0,1,1,0,0
658,1992,GA,0,0,0,1,0,0,0
659,1992,GU,0,0,0,0,0,0,0
660,1992,HI,0,0,0,0,1,0,0
661,1992,IA,0,0,0,0,0,0,0
662,1992,ID,0,0,0,0,0,0,0
663,1992,IL,0,0,0,0,0,0,0
664,1992,IN,0,0,0,1,0,0,0
665,1992,KS,0,0,0,1,0,0,0
666,1992,KY,0,0,0,1,0,0,0
667,1992,LA,0,0,0,2,1,0,0
668,1992,MA,0,0,0,0,0,0,1
669,1992,MD,0,0,0,0,0,0,1
670,1992,ME,0,0,0,0,0,0,0
671,1992,MI,0,0,0,0,0,0,0
672,1992,MN,0,0,0,0,0,0,0
673,1992,MO,0,0,0,0,0,0,0
674,1992,MS,0,0,0,1,0,0,0
675,1992,MT,0,0,0,0,0,0,0
676,1992,NC,0,0,0,1,0,0,0
677,1992,ND,0,0,0,0,0,0,0
678,1992,NE,0,0,0,0,0,0,0
679,1992,NH,0,0,0,0,0,0,0
680,1992,NJ,0,0,0,0,0,0,1
681,1992,NM,0,0,0,0,0,0,0
682,1992,NV,0,0,0,0,0,0,0
683,1992,NY,0,0,0,0,0,0,1
684,1992,OH,0,0,0,1,0,0,0
685,1992,OK,0,0,0,2,0,0,0
686,1992,OR,0,0,0,0,0,0,0
687,1992,PA,0,0,0,0,0,0,1
688,1992,PR,0,0,0,0,0,0,0
689,1992,RI,0,0,0,0,0,0,1
690,1992,SC,0,0,0,0,0,0,0
691,1992,SD,0,0,0,0,0,0,0
692,1992,TN,0,0,0,1,0,0,0
693,1992,TX,0,0,0,3,0,0,0
694,1992,UT,0,0,0,0,0,0,0
695,1992,VA,0,0,0,0,0,0,1
696,1992,VI,0,0,0,0,0,0,0
697,1992,VT,0,0,0,0,0,0,0
698,1992,WA,0,0,0,0,0,0,0
699,1992,WI,0,0,0,0,0,0,0
700,1992,WV,0,0,0,0,0,0,1
701,1992,WY,0,0,0,0,0,0,0
702,1993,AK,0,0,0,0,0,0,0
703,1993,AL,1,0,0,0,0,0,1
704,1993,AR,0,0,0,0,0,0,0
705,1993,AZ,0,0,0,0,0,0,0
706,1993,CA,0,0,0,0,0,1,0
707,1993,CO,0,0,0,0,0,0,0
708,1993,CT,0,0,0,0,0,0,1
709,1993,DC,0,0,0,0,0,0,0
710,1993,DE,0,0,0,0,0,0,1
711,1993,FL,1,0,0,0,0,0,1
712,1993,GA,1,0,0,0,0,0,1
713,1993,GU,0,0,0,0,0,0,0
714,1993,HI,0,0,0,0,0,0,0
715,1993,IA,0,1,0,1,0,0,0
716,1993,ID,0,0,0,0,0,0,0
717,1993,IL,0,1,0,1,0,0,0
718,1993,IN,0,1,0,0,0,0,0
719,1993,KS,0,1,0,1,0,0,0
720,1993,KY,0,0,0,0,0,0,1
721,1993,LA,0,0,0,0,0,0,1
722,1993,MA,0,0,0,0,0,0,1
723,1993,MD,1,0,0,0,0,0,1
724,1993,ME,0,0,0,0,0,0,1
725,1993,MI,0,0,0,0,0,0,0
726,1993,MN,0,1,0,1,0,0,0
727,1993,MO,0,1,0,1,0,0,0
728,1993,MS,0,0,0,0,0,0,1
729,1993,MT,0,0,0,0,0,0,0
730,1993,NC,1,0,0,0,0,0,1
731,1993,ND,0,1,0,1,0,0,0
732,1993,NE,0,1,0,1,0,0,0
733,1993,NH,0,0,0,0,0,0,1
734,1993,NJ,0,0,0,0,0,0,1
735,1993,NM,0,0,0,0,0,0,0
736,1993,NV,0,0,0,0,0,0,0
737,1993,NY,0,0,0,0,0,0,1
738,1993,OH,0,0,0,1,0,0,1
739,1993,OK,0,0,0,0,0,0,0
740,1993,OR,0,0,0,0,0,0,0
741,1993,PA,0,0,0,0,0,0,1
742,1993,PR,0,0,0,0,0,0,0
743,1993,RI,0,0,0,0,0,0,1
744,1993,SC,1,0,0,0,0,0,1
745,1993,SD,0,1,0,0,0,0,0
746,1993,TN,1,0,0,0,0,0,1
747,1993,TX,0,0,0,0,0,0,1
748,1993,UT,0,0,0,0,0,0,0
749,1993,VA,1,0,0,0,0,0,1
750,1993,VI,0,0,0,0,0,0,0
751,1993,VT,0,0,0,0,0,0,1
752,1993,WA,0,0,0,0,0,0,0
753,1993,WI,0,1,0,0,0,0,0
754,1993,WV,0,0,0,0,0,0,1
755,1993,WY,0,0,0,0,0,0,0
756,1994,AK,0,0,0,0,0,0,0
757,1994,AL,0,0,0,0,1,0,1
758,1994,AR,0,0,0,1,0,0,1
759,1994,AZ,0,0,0,0,0,1,0
760,1994,CA,0,0,0,0,0,1,0
761,1994,CO,0,0,0,1,0,1,0
762,1994,CT,0,0,0,0,0,0,2
763,1994,DC,0,0,0,0,0,0,0
764,1994,DE,0,0,0,0,0,0,2
765,1994,FL,0,0,0,0,1,0,0
766,1994,GA,0,0,0,0,1,0,1
767,1994,GU,0,0,0,0,0,0,0
768,1994,HI,0,0,0,0,0,0,0
769,1994,IA,0,0,0,1,0,0,0
770,1994,ID,0,0,0,0,0,0,0
771,1994,IL,0,0,0,1,0,0,1
772,1994,IN,0,0,0,1,0,0,1
773,1994,KS,0,0,0,1,0,0,0
774,1994,KY,0,0,0,0,0,0,2
775,1994,LA,0,0,0,0,0,0,1
776,1994,MA,0,0,0,0,0,0,2
777,1994,MD,0,0,0,0,0,0,2
778,1994,ME,0,0,0,0,0,0,1
779,1994,MI,0,0,0,0,0,0,0
780,1994,MN,0,0,0,1,0,0,0
781,1994,MO,0,0,0,1,0,0,0
782,1994,MS,0,0,0,0,0,0,1
783,1994,MT,0,0,0,0,0,0,0
784,1994,NC,0,0,0,0,0,0,2
785,1994,ND,0,0,0,0,0,0,0
786,1994,NE,0,0,0,1,0,0,0
787,1994,NH,0,0,0,0,0,0,1
788,1994,NJ,0,0,0,0,0,0,2
789,1994,NM,0,0,0,0,0,1,0
790,1994,NV,0,0,0,0,0,1,0
791,1994,NY,0,0,0,0,0,0,2
792,1994,OH,0,0,0,0,0,0,1
793,1994,OK,0,0,0,1,0,0,0
794,1994,OR,0,0,0,0,0,1,0
795,1994,PA,0,0,0,0,0,0,2
796,1994,PR,0,0,0,0,0,0,0
797,1994,RI,0,0,0,0,0,0,2
798,1994,SC,0,0,0,0,0,0,2
799,1994,SD,0,0,0,1,0,0,0
800,1994,TN,0,0,0,0,0,0,2
801,1994,TX,0,1,0,1,0,1,1
802,1994,UT,0,0,0,0,0,1,0
803,1994,VA,0,0,0,0,0,0,2
804,1994,VI,0,0,0,0,0,0,0
805,1994,VT,0,0,0,0,0,0,1
806,1994,WA,0,0,0,0,0,1,0
807,1994,WI,0,0,0,0,0,0,0
808,1994,WV,0,0,0,0,0,0,2
809,1994,WY,0,0,0,0,0,0,0
810,1995,AK,0,0,0,0,0,0,0
811,1995,AL,1,0,0,0,2,0,0
812,1995,AR,1,0,0,0,0,0,0
813,1995,AZ,0,0,0,0,0,0,0
814,1995,CA,0,1,0,0,0,0,0
815,1995,CO,0,0,0,0,0,0,0
816,1995,CT,0,0,0,0,0,0,0
817,1995,DC,0,0,0,0,0,0,0
818,1995,DE,1,0,0,0,0,0,0
819,1995,FL,0,0,0,0,2,0,0
820,1995,GA,1,0,0,0,1,0,0
821,1995,GU,0,0,0,0,0,0,0
822,1995,HI,0,0,0,0,0,0,0
823,1995,IA,0,0,0,0,0,0,0
824,1995,ID,0,0,0,0,0,0,0
825,1995,IL,1,0,0,1,0,0,0
826,1995,IN,1,0,0,0,0,0,0
827,1995,KS,0,0,0,0,0,0,0
828,1995,KY,0,0,0,0,0,0,0
829,1995,LA,1,0,0,1,0,0,0
830,1995,MA,0,0,0,0,0,0,0
831,1995,MD,1,0,0,0,0,0,0
832,1995,ME,0,0,0,0,0,0,0
833,1995,MI,0,0,0,0,0,0,0
834,1995,MN,0,0,0,0,0,0,0
835,1995,MO,0,0,0,1,0,0,0
836,1995,MS,1,0,0,1,1,0,0
837,1995,MT,0,0,0,0,0,0,0
838,1995,NC,0,0,0,0,1,0,0
839,1995,ND,0,0,0,0,0,0,0
840,1995,NE,0,0,0,0,0,0,0
841,1995,NH,0,0,0,0,0,0,0
842,1995,NJ,1,0,0,0,0,0,0
843,1995,NM,1,0,0,0,0,0,0
844,1995,NV,0,0,0,0,0,0,0
845,1995,NY,0,0,0,0,0,0,0
846,1995,OH,1,0,0,0,0,0,0
847,1995,OK,0,0,0,1,0,0,0
848,1995,OR,0,0,0,0,0,0,0
849,1995,PA,1,0,0,0,0,0,0
850,1995,PR,0,0,0,0,1,0,0
851,1995,RI,0,0,0,0,0,0,0
852,1995,SC,0,0,0,0,1,0,0
853,1995,SD,0,0,0,0,0,0,0
854,1995,TN,0,0,0,0,1,0,0
855,1995,TX,1,0,0,2,0,0,0
856,1995,UT,0,0,0,0,0,0,0
857,1995,VA,1,0,0,0,0,0,0
858,1995,VI,0,0,0,0,1,0,0
859,1995,VT,0,0,0,0,0,0,0
860,1995,WA,0,0,0,0,0,0,0
861,1995,WI,1,0,0,0,0,0,0
862,1995,WV,0,0,0,0,0,0,0
863,1995,WY,0,0,0,0,0,0,0
864,1996,AK,0,0,0,0,0,0,0
865,1996,AL,0,0,0,0,0,0,0
866,1996,AR,0,0,0,0,0,0,1
867,1996,AZ,0,0,0,0,0,0,0
868,1996,CA,0,0,0,0,0,0,0
869,1996,CO,1,0,0,0,0,0,0
870,1996,CT,0,1,0,0,0,0,1
871,1996,DC,0,0,0,0,0,0,0
872,1996,DE,0,0,0,0,0,0,1
873,1996,FL,0,0,0,0,0,0,0
874,1996,GA,0,0,0,0,0,0,0
875,1996,GU,0,0,0,0,0,0,0
876,1996,HI,0,0,0,0,0,0,0
877,1996,IA,0,0,0,0,0,0,0
878,1996,ID,0,1,0,0,0,0,0
879,1996,IL,0,0,0,0,0,0,0
880,1996,IN,0,0,0,0,0,0,0
881,1996,KS,1,0,0,0,0,0,0
882,1996,KY,0,0,0,0,0,0,1
883,1996,LA,0,0,0,0,0,0,0
884,1996,MA,0,1,0,0,0,0,1
885,1996,MD,0,0,0,0,1,0,1
886,1996,ME,0,1,0,0,0,0,0
887,1996,MI,0,0,0,0,0,0,0
888,1996,MN,0,0,0,0,0,0,0
889,1996,MO,0,0,0,0,0,0,1
890,1996,MS,0,0,0,0,0,0,0
891,1996,MT,0,1,0,0,0,0,0
892,1996,NC,0,0,0,0,1,0,1
893,1996,ND,0,0,0,0,0,0,0
894,1996,NE,0,0,0,0,0,0,0
895,1996,NH,0,0,0,0,0,0,0
896,1996,NJ,0,0,0,0,0,0,1
897,1996,NM,1,0,0,0,0,0,0
898,1996,NV,0,0,0,0,0,0,0
899,1996,NY,0,0,0,0,0,0,1
900,1996,OH,0,0,0,0,1,0,1
901,1996,OK,1,0,0,0,0,0,0
902,1996,OR,0,1,0,0,0,0,0
903,1996,PA,0,0,0,0,1,0,1
904,1996,PR,0,0,0,0,0,0,0
905,1996,RI,0,0,0,0,0,0,1
906,1996,SC,0,0,0,0,1,0,1
907,1996,SD,0,0,0,0,0,0,0
908,1996,TN,0,0,0,0,0,0,1
909,1996,TX,1,0,0,0,0,0,1
910,1996,UT,0,0,0,0,0,0,0
911,1996,VA,0,0,0,0,1,0,1
912,1996,VI,0,0,0,0,0,0,0
913,1996,VT,0,0,0,0,0,0,0
914,1996,WA,0,1,0,0,0,0,0
915,1996,WI,0,0,0,0,0,0,0
916,1996,WV,0,0,0,0,1,0,1
917,1996,WY,0,0,0,0,0,0,0
918,1997,AK,0,0,0,0,0,0,0
919,1997,AL,0,0,0,0,0,0,0
920,1997,AR,0,0,0,1,0,0,0
921,1997,AZ,0,0,0,0,0,0,0
922,1997,CA,0,1,0,0,0,0,0
923,1997,CO,0,0,0,0,0,0,0
924,1997,CT,0,0,0,1,0,0,0
925,1997,DC,0,0,0,0,0,0,0
926,1997,DE,0,0,0,0,0,0,0
927,1997,FL,0,0,0,0,0,0,0
928,1997,GA,0,0,0,1,0,0,0
929,1997,GU,0,0,0,0,0,0,0
930,1997,HI,0,0,0,0,0,0,0
931,1997,IA,0,0,0,0,0,0,0
932,1997,ID,0,1,0,0,0,0,0
933,1997,IL,0,0,0,0,0,0,0
934,1997,IN,0,0,0,0,0,0,0
935,1997,KS,0,0,0,0,0,0,0
936,1997,KY,0,0,0,1,0,0,0
937,1997,LA,0,0,0,0,0,0,0
938,1997,MA,0,0,0,1,0,0,0
939,1997,MD,0,0,0,0,0,0,0
940,1997,ME,0,0,0,1,0,0,0
941,1997,MI,0,0,0,0,0,0,0
942,1997,MN,0,1,0,0,0,0,0
943,1997,MO,0,0,0,0,0,0,0
944,1997,MS,0,0,0,1,0,0,0
945,1997,MT,0,1,0,0,0,0,0
946,1997,NC,0,0,0,1,0,0,0
947,1997,ND,0,1,0,0,0,0,0
948,1997,NE,0,0,0,0,0,0,0
949,1997,NH,0,0,0,1,0,0,0
950,1997,NJ,0,0,0,1,0,0,0
951,1997,NM,0,0,0,0,0,0,0
952,1997,NV,0,1,0,0,0,0,0
953,1997,NY,0,0,0,1,0,0,0
954,1997,OH,0,0,0,1,0,0,0
955,1997,OK,0,0,0,0,0,0,0
956,1997,OR,0,1,0,0,0,0,0
957,1997,PA,0,0,0,1,0,0,0
958,1997,PR,0,0,0,0,0,0,0
959,1997,RI,0,0,0,1,0,0,0
960,1997,SC,0,0,0,0,0,0,0
961,1997,SD,0,1,0,0,0,0,0
962,1997,TN,0,0,0,1,0,0,0
963,1997,TX,0,0,0,1,0,0,0
964,1997,UT,0,0,0,0,0,0,0
965,1997,VA,0,0,0,0,0,0,0
966,1997,VI,0,0,0,0,0,0,0
967,1997,VT,0,0,0,1,0,0,0
968,1997,WA,0,1,0,0,0,0,0
969,1997,WI,0,0,0,0,0,0,0
970,1997,WV,0,0,0,1,0,0,0
971,1997,WY,0,0,0,0,0,0,0
972,1998,AK,0,0,0,0,0,0,0
973,1998,AL,1,0,0,1,1,0,0
974,1998,AR,1,0,0,0,0,0,0
975,1998,AZ,0,0,0,0,0,0,0
976,1998,CA,0,0,1,1,0,0,0
977,1998,CO,0,0,0,0,0,0,0
978,1998,CT,0,0,0,1,0,0,0
979,1998,DC,0,0,0,0,0,0,0
980,1998,DE,0,0,0,0,0,0,0
981,1998,FL,1,0,0,1,1,0,0
982,1998,GA,1,0,0,1,0,0,0
983,1998,GU,0,0,0,0,0,0,0
984,1998,HI,0,0,0,0,0,0,0
985,1998,IA,0,0,0,2,0,0,0
986,1998,ID,0,0,0,0,0,0,0
987,1998,IL,0,0,0,1,0,0,0
988,1998,IN,0,0,0,1,0,0,0
989,1998,KS,0,0,0,1,0,0,0
990,1998,KY,0,0,0,1,0,0,0
991,1998,LA,1,0,0,1,2,0,0
992,1998,MA,0,0,0,2,0,0,0
993,1998,MD,0,0,0,1,0,0,0
994,1998,ME,0,0,0,0,0,0,1
995,1998,MI,0,0,0,2,0,0,0
996,1998,MN,0,0,0,3,0,0,0
997,1998,MO,0,0,0,1,0,0,0
998,1998,MS,1,0,0,1,1,0,0
999,1998,MT,0,0,0,0,0,0,0
1000,1998,NC,1,0,0,2,1,0,0
1001,1998,ND,0,0,0,0,0,0,0
1002,1998,NE,0,0,0,0,0,0,0
1003,1998,NH,0,0,0,1,0,0,1
1004,1998,NJ,0,0,0,2,0,0,0
1005,1998,NM,0,0,0,0,0,0,0
1006,1998,NV,0,0,0,0,0,0,0
1007,1998,NY,0,0,0,2,0,0,1
1008,1998,OH,0,0,0,2,0,0,0
1009,1998,OK,1,0,0,0,0,0,0
1010,1998,OR,0,0,0,0,0,0,0
1011,1998,PA,0,0,0,2,0,0,0
1012,1998,PR,0,0,0,0,1,0,0
1013,1998,RI,0,0,0,1,0,0,0
1014,1998,SC,1,0,0,1,1,0,0
1015,1998,SD,0,0,0,1,0,0,0
1016,1998,TN,1,0,0,1,0,0,0
1017,1998,TX,1,1,0,1,1,0,0
1018,1998,UT,0,0,0,0,0,0,0
1019,1998,VA,1,0,0,1,1,0,0
1020,1998,VI,0,0,0,0,1,0,0
1021,1998,VT,0,0,0,1,0,0,1
1022,1998,WA,0,0,0,0,0,0,0
1023,1998,WI,0,0,0,2,0,0,0
1024,1998,WV,0,0,0,2,0,0,0
1025,1998,WY,0,0,0,0,0,0,0
1026,1999,AK,0,0,0,0,0,0,0
1027,1999,AL,1,0,0,1,0,0,1
1028,1999,AR,1,0,0,1,0,0,1
1029,1999,AZ,0,0,0,0,0,0,0
1030,1999,CA,0,0,0,0,0,0,0
1031,1999,CO,0,0,0,0,0,0,0
1032,1999,CT,0,0,0,0,1,0,2
1033,1999,DC,0,0,0,0,0,0,0
1034,1999,DE,0,0,0,0,1,0,1
1035,1999,FL,1,0,0,1,0,0,1
1036,1999,GA,1,0,0,1,0,0,1
1037,1999,GU,0,0,0,0,0,0,0
1038,1999,HI,0,0,0,0,0,0,0
1039,1999,IA,0,0,0,0,0,0,0
1040,1999,ID,0,0,0,0,0,0,0
1041,1999,IL,0,0,0,1,0,0,2
1042,1999,IN,0,0,0,1,0,0,2
1043,1999,KS,0,0,0,1,0,0,0
1044,1999,KY,1,0,0,1,0,0,1
1045,1999,LA,1,0,0,1,0,0,1
1046,1999,MA,0,0,0,0,1,0,2
1047,1999,MD,1,0,0,0,1,0,2
1048,1999,ME,0,0,0,0,0,0,2
1049,1999,MI,0,0,0,0,0,0,1
1050,1999,MN,0,0,0,0,0,0,0
1051,1999,MO,0,0,0,1,0,0,1
1052,1999,MS,1,0,0,1,0,0,1
1053,1999,MT,0,0,0,0,0,0,0
1054,1999,NC,1,0,0,1,1,0,1
1055,1999,ND,0,0,0,0,0,0,0
1056,1999,NE,0,0,0,1,0,0,0
1057,1999,NH,0,0,0,0,1,0,1
1058,1999,NJ,1,0,0,0,1,0,2
1059,1999,NM,0,0,0,0,0,0,0
1060,1999,NV,0,0,0,0,0,0,0
1061,1999,NY,0,0,0,0,1,0,2
1062,1999,OH,1,0,0,1,0,0,2
1063,1999,OK,0,0,0,1,0,0,1
1064,1999,OR,0,0,0,0,0,0,0
1065,1999,PA,1,0,0,0,1,0,2
1066,1999,PR,0,0,0,0,0,0,0
1067,1999,RI,0,0,0,0,1,0,1
1068,1999,SC,1,0,0,1,1,0,1
1069,1999,SD,0,0,0,0,0,0,0
1070,1999,TN,1,0,0,1,0,0,1
1071,1999,TX,0,0,0,1,0,0,1
1072,1999,UT,0,0,0,0,0,0,0
1073,1999,VA,1,0,0,0,1,0,2
1074,1999,VI,0,0,0,0,0,0,0
1075,1999,VT,0,0,0,0,1,0,2
1076,1999,WA,0,0,0,0,0,0,0
1077,1999,WI,0,0,0,0,0,0,0
1078,1999,WV,1,0,0,0,0,0,2
1079,1999,WY,0,0,0,0,0,0,0
1080,2000,AK,0,0,0,0,0,0,0
1081,2000,AL,1,0,0,0,0,0,1
1082,2000,AR,1,0,0,0,0,0,0
1083,2000,AZ,1,0,0,0,0,0,0
1084,2000,CA,1,0,0,0,0,0,0
1085,2000,CO,1,0,0,0,0,1,0
1086,2000,CT,0,0,0,0,0,0,0
1087,2000,DC,0,0,0,0,0,0,0
1088,2000,DE,0,0,0,0,0,0,0
1089,2000,FL,1,1,0,0,0,0,0
1090,2000,GA,1,0,0,0,0,0,1
1091,2000,GU,0,0,0,0,0,0,0
1092,2000,HI,0,0,0,0,0,0,0
1093,2000,IA,1,0,0,0,0,0,0
1094,2000,ID,0,0,0,0,0,1,0
1095,2000,IL,0,0,0,0,0,0,0
1096,2000,IN,0,0,0,0,0,0,0
1097,2000,KS,1,0,0,0,0,0,0
1098,2000,KY,0,0,0,0,0,0,0
1099,2000,LA,1,0,0,1,0,0,1
1100,2000,MA,0,0,0,0,0,0,0
1101,2000,MD,0,0,0,0,0,0,0
1102,2000,ME,0,0,0,0,0,0,0
1103,2000,MI,0,0,0,0,0,0,0
1104,2000,MN,0,0,0,0,0,0,0
1105,2000,MO,0,0,0,0,0,0,0
1106,2000,MS,1,0,0,0,0,0,0
1107,2000,MT,1,0,0,0,0,1,0
1108,2000,NC,0,0,0,0,0,0,1
1109,2000,ND,0,0,0,0,0,0,0
1110,2000,NE,1,0,0,0,0,0,0
1111,2000,NH,0,0,0,0,0,0,0
1112,2000,NJ,0,0,0,0,0,0,0
1113,2000,NM,1,0,0,0,0,1,0
1114,2000,NV,0,0,0,0,0,0,0
1115,2000,NY,0,0,0,0,0,0,0
1116,2000,OH,0,0,0,0,0,0,0
1117,2000,OK,1,0,0,0,0,0,0
1118,2000,OR,1,0,0,0,0,0,0
1119,2000,PA,0,0,0,0,0,0,0
1120,2000,PR,0,0,0,0,0,0,0
1121,2000,RI,0,0,0,0,0,0,0
1122,2000,SC,1,0,0,0,0,0,1
1123,2000,SD,0,0,0,0,0,0,0
1124,2000,TN,1,0,0,0,0,0,1
1125,2000,TX,1,0,0,1,0,0,0
1126,2000,UT,0,0,0,0,0,0,0
1127,2000,VA,0,0,0,0,0,0,1
1128,2000,VI,0,0,0,0,0,0,0
1129,2000,VT,0,0,0,0,0,0,0
1130,2000,WA,0,0,0,0,0,1,0
1131,2000,WI,0,0,0,0,0,0,0
1132,2000,WV,0,0,0,0,0,0,0
1133,2000,WY,0,0,0,0,0,1,0
1134,2001,AK,0,0,0,0,0,0,0
1135,2001,AL,0,0,0,0,0,0,0
1136,2001,AR,0,0,0,1,0,0,0
1137,2001,AZ,0,0,0,0,0,0,0
1138,2001,CA,0,0,0,0,0,0,0
1139,2001,CO,0,0,0,1,0,0,0
1140,2001,CT,0,0,0,0,0,0,0
1141,2001,DC,0,0,0,0,0,0,0
1142,2001,DE,0,0,0,0,0,0,0
1143,2001,FL,0,0,0,0,1,0,0
1144,2001,GA,0,0,0,0,0,0,0
1145,2001,GU,0,0,0,0,0,0,0
1146,2001,HI,0,0,0,0,0,0,0
1147,2001,IA,0,0,0,2,0,0,0
1148,2001,ID,0,0,0,0,0,0,0
1149,2001,IL,0,0,0,1,0,0,0
1150,2001,IN,0,0,0,1,0,0,0
1151,2001,KS,0,0,0,1,0,0,0
1152,2001,KY,0,0,0,1,0,0,0
1153,2001,LA,0,0,0,0,1,0,0
1154,2001,MA,0,0,0,0,0,0,0
1155,2001,MD,0,0,0,0,0,0,0
1156,2001,ME,0,0,0,0,0,0,0
1157,2001,MI,0,0,0,1,0,0,0
1158,2001,MN,0,0,0,2,0,0,0
1159,2001,MO,0,0,0,1,0,0,0
1160,2001,MS,0,0,0,0,1,0,0
1161,2001,MT,0,0,0,0,0,0,0
1162,2001,NC,0,0,0,0,0,0,0
1163,2001,ND,0,0,0,0,0,0,0
1164,2001,NE,0,0,0,2,0,0,0
1165,2001,NH,0,0,0,0,0,0,0
1166,2001,NJ,0,0,0,0,1,0,0
1167,2001,NM,0,0,0,0,0,0,0
1168,2001,NV,0,0,0,0,0,0,0
1169,2001,NY,0,0,0,0,0,0,0
1170,2001,OH,0,0,0,1,0,0,0
1171,2001,OK,0,0,0,1,0,0,0
1172,2001,OR,0,0,0,0,0,0,0
1173,2001,PA,0,0,0,1,1,0,0
1174,2001,PR,0,0,0,0,0,0,0
1175,2001,RI,0,0,0,0,0,0,0
1176,2001,SC,0,0,0,0,0,0,0
1177,2001,SD,0,0,0,0,0,0,0
1178,2001,TN,0,0,0,0,0,0,0
1179,2001,TX,0,0,0,1,1,0,0
1180,2001,UT,0,0,0,0,0,0,0
1181,2001,VA,0,0,0,0,0,0,0
1182,2001,VI,0,0,0,0,0,0,0
1183,2001,VT,0,0,0,0,0,0,0
1184,2001,WA,0,0,0,0,0,0,0
1185,2001,WI,0,0,0,2,0,0,0
1186,2001,WV,0,0,0,0,0,0,0
1187,2001,WY,0,0,0,0,0,0,0
1188,2002,AK,0,0,0,0,0,1,0
1189,2002,AL,0,0,0,1,1,1,0
1190,2002,AR,0,0,0,1,0,0,0
1191,2002,AZ,1,0,0,0,0,1,0
1192,2002,CA,1,0,0,0,0,1,0
1193,2002,CO,1,0,0,0,0,1,0
1194,2002,CT,0,0,0,0,0,0,0
1195,2002,DC,0,0,0,0,0,0,0
1196,2002,DE,1,0,0,0,0,0,0
1197,2002,FL,0,0,0,0,1,0,0
1198,2002,GA,1,0,0,2,0,1,0
1199,2002,GU,0,0,0,0,0,0,0
1200,2002,HI,0,0,0,0,0,0,0
1201,2002,IA,0,0,0,0,0,0,0
1202,2002,ID,1,0,0,0,0,0,0
1203,2002,IL,1,0,0,1,0,0,0
1204,2002,IN,1,0,0,1,0,0,0
1205,2002,KS,1,0,0,1,0,0,0
1206,2002,KY,1,0,0,2,0,0,0
1207,2002,LA,1,0,0,0,2,0,0
1208,2002,MA,0,0,0,0,0,0,0
1209,2002,MD,1,0,0,1,0,0,0
1210,2002,ME,0,0,0,0,0,0,0
1211,2002,MI,0,0,0,0,0,0,0
1212,2002,MN,0,0,0,0,0,0,0
1213,2002,MO,1,0,0,1,0,0,0
1214,2002,MS,0,0,0,2,2,0,0
1215,2002,MT,1,0,0,0,0,0,0
1216,2002,NC,1,0,0,1,0,0,0
1217,2002,ND,1,0,0,0,0,0,0
1218,2002,NE,1,0,0,0,0,0,0
1219,2002,NH,0,0,0,0,0,0,0
1220,2002,NJ,1,0,0,0,0,0,0
1221,2002,NM,1,0,0,0,0,1,0
1222,2002,NV,1,0,0,0,0,1,0
1223,2002,NY,1,0,0,1,0,0,0
1224,2002,OH,1,0,0,2,0,0,0
1225,2002,OK,1,0,0,0,0,0,0
1226,2002,OR,1,0,0,0,0,1,0
1227,2002,PA,1,0,0,2,0,0,0
1228,2002,PR,0,0,0,0,0,0,0
1229,2002,RI,0,0,0,0,0,0,0
1230,2002,SC,1,0,0,0,0,0,0
1231,2002,SD,1,0,0,0,0,0,0
1232,2002,TN,1,0,0,2,0,0,0
1233,2002,TX,1,0,0,1,0,0,0
1234,2002,UT,1,0,0,0,0,1,0
1235,2002,VA,1,0,0,1,0,0,0
1236,2002,VI,0,0,0,0,0,0,0
1237,2002,VT,0,0,0,0,0,0,0
1238,2002,WA,0,0,0,0,0,0,0
1239,2002,WI,0,0,0,0,0,0,0
1240,2002,WV,1,0,0,1,0,0,0
1241,2002,WY,1,0,0,0,0,0,0
1242,2003,AK,0,0,0,0,0,1,0
1243,2003,AL,0,0,0,3,0,0,0
1244,2003,AR,0,0,0,2,0,0,0
1245,2003,AZ,1,0,0,0,0,1,0
1246,2003,CA,0,0,0,0,0,1,0
1247,2003,CO,1,0,0,1,0,0,0
1248,2003,CT,0,0,0,0,0,0,0
1249,2003,DC,0,0,0,0,0,0,0
